gene,beta,HR (95% CI for HR),wald.test,p.value
217142_at,-0.21423775511894833,0.8071564566282509 (0.6474736074372952 - 1.0062210073014726),-1.9048233175771165,0.0568030417772139
217143_s_at,-0.012459109521967444,0.9876181838478797 (0.8396481019587738 - 1.161664838867075),-0.15044612610769326,0.8804126519908951
217144_at,0.45413015400497636,1.5748029510480928 (0.8517208811145847 - 2.911757113884987),1.448161856400676,0.1475717894447963
217145_at,-0.11516311343687574,0.8912207619687802 (0.6895912627678298 - 1.1518046840909988),-0.8800062861751047,0.3788559041661307
217146_at,0.23072218451328275,1.2595092796558047 (0.9083899302577902 - 1.7463465552605728),1.3837270473166956,0.16644204842422844
217147_s_at,0.05075001762103423,1.052059863980616 (0.9135029804298189 - 1.2116325629043154),0.7043559828500046,0.48121111068248856
217148_x_at,-0.097852098225255,0.9067830086527886 (0.7926271383324787 - 1.0373798536740193),-1.425389939585554,0.15404451454842863
217149_x_at,-0.1266198338843738,0.881068561349014 (0.520398788740456 - 1.491705643044424),-0.47132279006234146,0.6374102433390787
217150_s_at,-0.06814319284218034,0.9341267037423353 (0.7396428872842743 - 1.1797486512016555),-0.5721194796985983,0.5672410329690947
217151_at,-0.19769091081500118,0.8206234597786509 (0.6618928939759786 - 1.0174196896024132),-1.8025025740143699,0.07146637009203448
217152_at,0.0633502027246897,1.0653998798483797 (0.7653814911438155 - 1.4830211040048007),0.3754231735464797,0.7073457731562748
217153_at,-0.10628728887128816,0.8991662904973751 (0.7238273756297463 - 1.1169790549347438),-0.9603725094152873,0.336867768683517
217154_s_at,-0.04495249527535542,0.9560428973089516 (0.7266772118676909 - 1.2578047124192933),-0.3211765153603948,0.7480766281537228
217155_at,0.15082361898938226,1.1627915456454239 (0.9351242689744808 - 1.445887165464392),1.3566295589799469,0.17489894473717477
217156_at,0.09481050755777083,1.0994504978257165 (0.7781688101855557 - 1.553379397050079),0.5376538979752273,0.5908160126919115
217157_x_at,-0.1574563372739579,0.854314114477279 (0.7159149176287709 - 1.0194683589112663),-1.7461407722688844,0.08078649350052909
217158_at,-0.03807520449578577,0.9626405432722407 (0.7752503948299249 - 1.1953258221232765),-0.3447025184515933,0.7303180246051727
217159_x_at,0.3892247377631996,1.475836190190004 (0.8856761781947747 - 2.459242456666309),1.4939751466379116,0.13518211537828204
217160_at,0.02404323417367865,1.0243346031934348 (0.7531655113209372 - 1.3931351921030048),0.15324163650060907,0.8782077242312277
217161_x_at,0.03274746519114017,1.0332895647073952 (0.8187246322346873 - 1.3040859924037875),0.2757572063533356,0.7827345540729973
217162_at,0.04067538375117023,1.041513958310155 (0.7664058848687134 - 1.4153744729409363),0.2599198296652663,0.7949256149705488
217163_at,0.06490854066153609,1.067061427188942 (0.8739479477484047 - 1.3028465737896464),0.6372294577761246,0.5239753923726378
217164_at,0.21853214028564574,1.2442490065030032 (0.90340638717789 - 1.7136867883123152),1.3380042283152003,0.18089505843900838
217165_x_at,0.12118586870079333,1.128834707910097 (0.8441789703364421 - 1.5094758843312845),0.8174089631534965,0.4136947551815746
217166_at,0.10140045711250752,1.1067197468293846 (0.7895948876229433 - 1.551211408814227),0.5886262342255126,0.5561120314080219
217167_x_at,-0.09034688897165623,0.913614207603412 (0.7479254030566156 - 1.1160082501859174),-0.8849180165709,0.37620085014049076
217168_s_at,0.15244495309259534,1.1646783483888 (0.6993715041604219 - 1.939563804267487),0.5858352624977808,0.5579862246268044
217169_at,-0.09955588404097407,0.9052393600214518 (0.7128918356406666 - 1.1494847576639884),-0.8168719431075918,0.4140016130915639
217170_at,-0.279644140606461,0.7560527420599638 (0.5517718778375281 - 1.0359639041711095),-1.7401061491097256,0.08184038072938063
217171_at,0.060955364486249074,1.0628514722069016 (0.8519598238116254 - 1.3259466237719595),0.5401710515575031,0.589079074567409
217172_at,-0.14331447136625206,0.8664815424123725 (0.6613012563162541 - 1.1353226024755556),-1.0394472759157962,0.298596766767793
217173_s_at,0.28326403072249484,1.327455604613655 (0.9737324928625544 - 1.809674007118643),1.7916047364921261,0.07319630388273919
217174_s_at,0.2742454871750861,1.3155377102384223 (0.9818703324334933 - 1.762594723449978),1.837384636994052,0.06615313317229325
217175_at,0.05654844033579217,1.0581778720502069 (0.876158393103307 - 1.2780113935000295),0.5871729570785515,0.5570875527219571
217176_s_at,-0.013794108709201978,0.9863005940614782 (0.8146100419022291 - 1.1941773508885623),-0.14136325929470278,0.8875829775872499
217177_s_at,0.0652979197808511,1.0674769995300615 (0.8607156670332313 - 1.3239065909575314),0.5944640933133688,0.5522017512663118
217178_at,0.11795818227468224,1.1251970572020336 (0.9270210275920321 - 1.3657386184915041),1.1933370259774774,0.23273740720783911
217179_x_at,-0.11205595954545734,0.8939942285898994 (0.7544881138705138 - 1.0592952573527399),-1.2945061318593523,0.19549065263274623
217180_at,0.15769646434563017,1.1708107579569753 (0.9219870627276174 - 1.486786405540662),1.2936492424493764,0.19578660514351745
217181_at,-0.06660581886945073,0.9355639103028082 (0.524313634628267 - 1.6693821645161782),-0.2254431974604326,0.8216345097330937
217182_at,-0.053915001676603444,0.9475126400649434 (0.7371788799918809 - 1.2178593655487349),-0.42098556806749077,0.6737656203539572
217183_at,0.049598890368823,1.0508495059719278 (0.6999208888414222 - 1.5777278572573612),0.2392105876674954,0.8109422931894473
217184_s_at,0.06630971994385111,1.0685576195257391 (0.8433594571193531 - 1.3538893488508346),0.5491347157198055,0.5829130026008081
217185_s_at,0.43804724140210094,1.5496781146572305 (0.9603387558541125 - 2.5006824356596167),1.7942055222373434,0.07278037106221923
217186_at,-0.00842736002535997,0.991608050630538 (0.7927134719836199 - 1.2404059736928679),-0.07378215504856052,0.9411837265265108
217187_at,0.37190724198492003,1.4504984296976704 (1.0736653294844172 - 1.9595917245141365),2.423054387300867,0.015390622306980519
217188_s_at,-0.07973487965958556,0.923361115751867 (0.6599646725367481 - 1.2918808923595202),-0.465341357762092,0.6416870219801076
217189_s_at,0.28072758557322763,1.3240928528050917 (0.8675842547214343 - 2.020808784055739),1.3014538705262213,0.1931031444569182
217190_x_at,-0.13320237818656247,0.8752879349980035 (0.7445067915235142 - 1.0290422839331104),-1.6132383940743442,0.10669272504529219
217191_x_at,-0.22267097546173945,0.8003781500272243 (0.5874121250265653 - 1.0905549200436255),-1.4107525772329303,0.15831758203425206
217192_s_at,0.19118100925357112,1.210678576274354 (0.9003856687238743 - 1.6279053143161513),1.265421549598517,0.20572025429848462
217193_x_at,-0.06969361834573985,0.932679532033155 (0.6315364634966694 - 1.3774202437293992),-0.3503331293129102,0.7260887051097522
217194_at,-0.0009460325091873502,0.9990544148384872 (0.8765007082937112 - 1.1387437732381276),-0.014167991737203053,0.9886959563170986
217195_at,0.04034886732191351,1.041173942404877 (0.8333738213619172 - 1.3007886143715766),0.3552316649977869,0.7224160444208971
217196_s_at,0.4072361900290378,1.5026589768191552 (0.975661988034411 - 2.3143096977306374),1.8481453510049672,0.06458131863996629
217197_x_at,-0.062167588087312244,0.9397253868137228 (0.5890993343962072 - 1.4990405710223909),-0.2609166882443636,0.7941567551326991
217198_x_at,-0.08063929310417423,0.9225263930686769 (0.7725156647410819 - 1.101666910784967),-0.8906052946036056,0.3731409577784699
217199_s_at,-0.19245809781390055,0.8249288838030191 (0.6297237605612147 - 1.0806447302004631),-1.396995116995728,0.1624150395120214
217200_x_at,0.0046549148833659884,1.0046657658298626 (0.6895627823729016 - 1.4637583797042375),0.024241812755879766,0.9806597261633296
217201_at,0.08546810688748425,1.089226821956507 (0.9048771462203614 - 1.3111338645528672),0.9034117987073437,0.3663073803313619
217202_s_at,-0.13318194760013752,0.8753058178264839 (0.6331864565378422 - 1.210007363249881),-0.806130497900673,0.4201676081829664
217203_at,-0.13367619817751933,0.8748733043144686 (0.7275125013171344 - 1.0520826751655572),-1.4204582264588028,0.15547432177800155
217204_at,0.032294261393336535,1.0328213800519843 (0.8872233714152037 - 1.2023127855513633),0.41654780401174746,0.6770091945235766
217205_at,0.052641791893063776,1.0540520075127444 (0.7392041809241406 - 1.5030023682396667),0.29078173301764076,0.7712182569083645
217206_at,-0.013156977548108205,0.9869291971341985 (0.8310066326749925 - 1.1721076605857816),-0.1499600104842927,0.8807961654289312
217207_s_at,-0.0004770478752347779,0.999523065894011 (0.646261984752231 - 1.5458844599024124),-0.002144127465040808,0.9982892351100623
217208_s_at,0.08150055271820991,1.0849138172354569 (0.786869394858044 - 1.4958492457833554),0.4973267611938158,0.6189586431217552
217209_at,-0.12501368038880306,0.8824848297664312 (0.7014114157716789 - 1.1103033929253765),-1.0669520036990854,0.2859935099479931
217210_at,0.016779893870330898,1.0169214670418965 (0.864568549356644 - 1.1961217776198025),0.20263130105222604,0.8394232227923606
217211_at,-0.05515582753369392,0.9463376709979839 (0.6585359369614234 - 1.3599181719407814),-0.29815028085130346,0.7655884670513396
217212_s_at,-0.25055052165909697,0.7783721543677204 (0.5887980327823463 - 1.0289830756262197),-1.7593411624014639,0.07851957906608026
217213_at,0.05558249724827805,1.0571562259547682 (0.8902203756695383 - 1.2553962104432772),0.6338540589438405,0.5261760697041548
217214_s_at,0.16450259011517304,1.1788066227925729 (0.9781956389298336 - 1.4205594450000474),1.7283425293369865,0.08392683247138723
217215_s_at,-0.10525596643115862,0.9000940992229157 (0.6831494245888118 - 1.185932913496273),-0.7480369842224012,0.45443784979117574
217216_x_at,-0.705928936913711,0.49364979168515805 (0.2739010609358389 - 0.889701251970996),-2.3488213751103237,0.018832939100611006
217217_at,-0.032860081970210966,0.9676739451492542 (0.7890745118324011 - 1.1866976439857573),-0.3156554180863203,0.7522640689722526
217218_at,0.0377863515310366,1.0385093332460311 (0.8351543106195913 - 1.291380073748273),0.3398409887040603,0.733976278488643
217219_at,0.08978669050993572,1.0939409108379203 (0.8076130886240142 - 1.4817822212909033),0.5799094816270017,0.5619756613592899
217220_at,0.059812385579912794,1.0616373493841664 (0.8452740554695389 - 1.3333827701376255),0.5143775446490871,0.6069880557795175
217221_x_at,-0.31338593637005596,0.7309677510837134 (0.48396403796056103 - 1.1040362738024836),-1.4895407527078153,0.1363450302938356
217222_at,-0.14449142618699856,0.8654623326834969 (0.6652988804800303 - 1.1258474518302495),-1.0766859929754582,0.2816205720900899
217223_s_at,0.5940136072189323,1.8112434660472738 (1.2082350168032452 - 2.715202628358495),2.8757236444955985,0.004031024677471262
217224_at,-0.18075463504163744,0.8346401250130443 (0.6154037470897815 - 1.1319790325881123),-1.162608763151158,0.2449882737161861
217225_x_at,0.09461072574834495,1.0992308695554838 (0.6743185110555574 - 1.7918957951966292),0.3794710242983698,0.7043381173682197
217226_s_at,-0.22419176281756123,0.7991618701427388 (0.5385785983498064 - 1.1858244955274488),-1.1134675525704243,0.2655076764036559
217227_x_at,-0.08576995254732885,0.9178053457178741 (0.8013011326099779 - 1.0512485485757033),-1.2383636855246771,0.2155812394099166
217228_s_at,-0.03487130159379288,0.9657296961328031 (0.7971948361934384 - 1.1698944895905645),-0.35637063791948564,0.7215630154078446
217229_at,0.040152371735766974,1.0409693764195984 (0.8720005769165682 - 1.2426795019736399),0.4443218401502836,0.656809913205306
217230_at,0.10251872483945423,1.1079580480521418 (0.9091253434129211 - 1.3502769944077497),1.0158853556574692,0.3096839832551335
217231_s_at,0.0074816393837884975,1.007509696775839 (0.7818746873157381 - 1.2982589225163563),0.05783546102788408,0.9538796916260377
217232_x_at,0.011311883571081125,1.0113761048521548 (0.8652797510208603 - 1.1821397926614108),0.14210803060483185,0.8869946750509075
217233_at,-0.07912452012829074,0.9239248700385926 (0.724605656992651 - 1.1780713512763643),-0.6381859446375168,0.5233526455068294
217234_s_at,0.5597117696814293,1.750167976116703 (1.146684302784036 - 2.6712565413057123),2.594414334388572,0.009475222289849039
217235_x_at,-0.19613332009536402,0.8219026512336688 (0.6920188681401298 - 0.9761640891677886),-2.2348530025139204,0.025427000848502836
217236_x_at,-0.06219522948943153,0.939699411845418 (0.740693282813196 - 1.192173609660407),-0.5122437751237415,0.6084804097759451
217237_at,0.2679050371661159,1.3072229965202522 (1.0650657963722916 - 1.604437930925789),2.5630310588715766,0.010376276579549308
217238_s_at,-0.07983325840911566,0.9232702811081072 (0.7664120257818332 - 1.1122320413851328),-0.8403251569926816,0.4007260999184866
217239_x_at,0.006386178121360764,1.006406613234457 (0.8110759192026957 - 1.248778625011708),0.05800672433695012,0.9537432723014898
217240_at,0.10383815196115946,1.109420882790148 (0.8664273055042135 - 1.4205631417105489),0.8232463936000005,0.4103678911068015
217242_at,-0.02188625115707888,0.978351515074913 (0.7946780761629443 - 1.2044772792412044),-0.20629955127433214,0.8365569290262771
217244_at,0.041514991545721025,1.042388788753523 (0.8583806290205063 - 1.265842156944899),0.4189413026179945,0.6752590307964093
217245_at,0.10711341795454989,1.1130604883644764 (0.9136274669722824 - 1.3560271506107777),1.063271276967955,0.2876589469189855
217246_s_at,0.13347826380435412,1.1427964258184482 (0.9425165048226246 - 1.3856348023414162),1.3577560612620068,0.1745411013890309
217247_at,-0.07317045582477788,0.9294423876536927 (0.7631022243904041 - 1.132041192328439),-0.7272650966368399,0.46706357526910036
217248_s_at,-0.011577894151865224,0.9884888717467146 (0.8401438381025848 - 1.1630273356212892),-0.13955510086595335,0.889011517678872
217249_x_at,0.009518208032985222,1.0095636502367504 (0.5997630371743287 - 1.6993690852994383),0.035824761334827,0.9714220890467768
217250_s_at,0.09743110339193378,1.1023354917706807 (0.8827351057412437 - 1.3765664563628488),0.8595624987369445,0.39003025453372286
217251_x_at,-0.16842731974533084,0.8449926754700343 (0.6568301297424904 - 1.0870582655487115),-1.3104730728066518,0.19003584771000626
217252_at,0.2210879605411133,1.2474331506334082 (0.995407384283165 - 1.563268958889427),1.9199885818144973,0.054859341690151255
217253_at,0.00032955827872843327,1.000329612589024 (0.6536726971281227 - 1.5308262655283782),0.0015181096190527849,0.998788724238614
217254_s_at,-0.11807684656658148,0.8886277619982227 (0.6903501737711992 - 1.1438532637433425),-0.9166146100952101,0.3593446257186569
217255_at,0.015311413290040087,1.0154292335419812 (0.8135665665719483 - 1.2673781970617273),0.13539957548331588,0.8922959597573143
217256_x_at,-0.420998475742043,0.6563911019177687 (0.41574309668930876 - 1.036335376601101),-1.8067904557109329,0.07079495741399977
217257_at,-0.0815910898844131,0.9216487531517481 (0.7774547633720746 - 1.092586301101159),-0.9399129679135577,0.34726220496707916
217258_x_at,-0.07750202431330241,0.9254251510442971 (0.8115402513712598 - 1.0552917230393453),-1.1567318260956987,0.24738194254740836
217259_at,0.011461595615509194,1.0115275313714018 (0.8323793987203585 - 1.2292326651708338),0.11524385195611785,0.908251841366898
217260_x_at,-0.015140630039935585,0.9849734130123835 (0.812581091573997 - 1.1939394534298184),-0.15423728632967532,0.8774226436886314
217261_at,-0.08758892641684232,0.9161373992121581 (0.7042917887149911 - 1.1917045572355287),-0.6528074867910141,0.5138803963979761
217262_s_at,-0.09935783736358651,0.9054186574229858 (0.7640934381283353 - 1.0728831112824624),-1.1474916838539713,0.2511784681888616
217263_x_at,-0.2383902870264759,0.7878951258324729 (0.6404533294375564 - 0.9692801969750611),-2.2551243801336724,0.024125522737644654
217264_s_at,-0.16468307461054857,0.8481624657167397 (0.6699934914909924 - 1.0737112783734724),-1.3688173772024352,0.17105636759254939
217265_at,-0.2351027935235864,0.7904895882421012 (0.49861501463337704 - 1.253218958074549),-0.9999453292716025,0.31733696601765543
217266_at,-0.024518142144538506,0.9757799860162795 (0.6230866464773638 - 1.528112641304248),-0.1071330056778258,0.9146834630966595
217267_s_at,-0.01128755399125738,0.9887759114320545 (0.8316919944287186 - 1.1755286928063409),-0.12787566108262746,0.8982473725336568
217268_at,-0.10935928496947779,0.8964082936081559 (0.7761542021452355 - 1.0352940519146019),-1.4880113025278823,0.13674791294283664
217269_s_at,-0.21922605946074847,0.8031401402036932 (0.4368320761948465 - 1.4766179499114762),-0.7055649195403842,0.48045874650762255
217270_s_at,0.12873103294560204,1.1373841641526434 (0.8870719941796613 - 1.4583289128201269),1.0150789296986245,0.31006820457676737
217271_at,-0.0023464789978400844,0.9976562718319948 (0.8256047268480572 - 1.2055624251638903),-0.024295785384204904,0.9806166749164008
217272_s_at,0.09077795096405693,1.0950258288312942 (0.8819607771406612 - 1.3595633693542641),0.8222426873150349,0.41093878824887964
217273_at,-0.11036713614789655,0.8955053025698251 (0.7152764592766762 - 1.1211465672190946),-0.9626048268217454,0.33574587432975095
217274_x_at,0.014051049906042917,1.0141502298909792 (0.6310347468534854 - 1.6298637973840844),0.05804577654617958,0.9537121655597005
217275_at,0.0339382064657185,1.0345206780639644 (0.666314115186016 - 1.6061989517408706),0.15119977583752556,0.8798181271179191
217276_x_at,0.05472739764562278,1.0562526384697177 (0.9438543042804166 - 1.1820358621183737),0.9533633226488301,0.34040601797375913
217277_at,0.09170709958774051,1.0960437433967776 (0.9031043410144959 - 1.330202760502442),0.9283061502832103,0.353248784682883
217278_x_at,0.04492808347211266,1.0459526359219153 (0.806710134768884 - 1.356146240688336),0.33904890805805216,0.734572886559534
217279_x_at,0.10349635569018244,1.1090417516659596 (0.8926328114965147 - 1.377916642876064),0.9344599458651354,0.3500666880235511
217280_x_at,0.11229119658267009,1.1188386151947416 (0.9098935488828394 - 1.3757651632851313),1.064666759472318,0.2870267574525278
217281_x_at,-0.044947904833730165,0.9560472859781359 (0.8557435558805729 - 1.0681078539768996),-0.7948299846877837,0.4267124064034603
217282_at,0.08006810273777488,1.0833608450022538 (0.896404423954214 - 1.3093093799188407),0.8284283670533784,0.40742794702473406
217283_at,0.13610481765442997,1.145801987577546 (0.9131632815914851 - 1.4377080432412526),1.175439338959209,0.23981899273566226
217284_x_at,0.07507419352487177,1.0779641258759656 (0.9648459458818123 - 1.2043442392386579),1.3272718237356356,0.18441878089708275
217285_at,-0.13468082679246585,0.8739948229061678 (0.5966878324818871 - 1.2801785270021762),-0.6915984976161471,0.48918950543371664
217286_s_at,-0.09491945166162577,0.9094461858971662 (0.5476066289803962 - 1.5103768312353867),-0.36673870384105184,0.7138139335872613
217287_s_at,-0.12149353448811316,0.8855967791668599 (0.6978227654670437 - 1.1238980642109124),-0.9992713295191568,0.31766327018820856
217288_at,-0.05664500315335609,0.9449294568097272 (0.7646649264692931 - 1.1676901181665253),-0.5244996102800447,0.5999310908028823
217289_s_at,0.13846087572182128,1.148504746271971 (0.7341522041749166 - 1.7967161914220302),0.6064323130635292,0.5442277166422711
217290_at,-0.23833296534765866,0.7879402905982653 (0.590049029180799 - 1.0522005305390343),-1.615135159570964,0.106281428384275
217291_at,0.04220152840984377,1.0431046727960251 (0.7795123553102234 - 1.3958308049856158),0.2839574560962255,0.7764429842605705
217292_at,-0.027959655381864804,0.9724275982299678 (0.8289019943411804 - 1.14080487229481),-0.3431564213199739,0.7314807870538438
217293_at,0.22471120096870587,1.2519610988244465 (0.7821324083404659 - 2.0040169365893554),0.9361950142159879,0.34917278975859956
217294_s_at,0.29870060442548135,1.3481059460920732 (0.979688353574182 - 1.8550691505706371),1.8339700405957637,0.06665844146951116
217295_at,-0.04715386674550853,0.9539406065609918 (0.7562089880660177 - 1.2033745898382642),-0.39787512600958735,0.6907222361835565
217296_at,0.12364642177770001,1.1316156855924835 (0.9081721226992109 - 1.410034538467186),1.10171833374162,0.27058414389246754
217297_s_at,0.15714078733303044,1.1701603460588805 (0.8758019159014048 - 1.5634531172260968),1.0629293319243576,0.28781400000555035
217298_at,0.0991379898609373,1.1042186600258816 (0.8011867114927644 - 1.521866041534271),0.6056962073793323,0.5447165029475258
217299_s_at,-0.010114172414073247,0.9899368038221686 (0.6983299262858899 - 1.4033121575838898),-0.056808841898050695,0.9546974704986502
217300_at,0.02752753743097012,1.0279099207160043 (0.75603774870159 - 1.3975476845183616),0.17563305074591326,0.8605822352041759
217301_x_at,-0.2777461224021229,0.7574891066196692 (0.4233770975936295 - 1.355268742472711),-0.9357563245034939,0.3493986634098022
217302_at,-0.02608652867209049,0.9742507853346953 (0.7857066488457473 - 1.2080394051897783),-0.23771345172084263,0.8121033497352176
217303_s_at,-0.06815643363456035,0.9341143352464789 (0.6808188110291562 - 1.2816473005408824),-0.4223301968340141,0.6727840201075557
217304_at,0.1242636740866779,1.1323143936046738 (0.8261921404407719 - 1.5518616350916905),0.7727120034608673,0.43969284119300056
217305_s_at,0.3001928700694211,1.35011918004615 (1.0604984843005136 - 1.7188348944513485),2.4367692839176716,0.014819131049232645
217306_at,-0.013199755719369703,0.986886979010994 (0.8406668635959644 - 1.1585396683477909),-0.16133097997585616,0.8718327243525116
217307_at,0.086131932821821,1.0899501190144087 (0.8051405570862648 - 1.4755079116108163),0.5573853277047275,0.5772641879266117
217308_at,-0.14512206213440343,0.8649167130871303 (0.6537613569418512 - 1.1442721608337325),-1.0162319913353506,0.309518925516753
217309_s_at,-0.3759664654754615,0.6866253583111552 (0.47759349440988813 - 0.9871457383615511),-2.029813016681769,0.042375549336379804
217310_s_at,0.6762274878014496,1.9664452827251622 (1.1680001461333005 - 3.310707676496064),2.5442384343989586,0.01095162996436164
217311_at,-0.25660300763954486,0.7736752959887481 (0.5692402919683337 - 1.051530385443227),-1.6390199612593883,0.10120910256268804
217312_s_at,0.09294439910501912,1.0974007171097417 (0.8788104696787289 - 1.370361841903446),0.8200933104869977,0.41216291544385586
217313_at,-0.33710340907679043,0.7138350190656113 (0.42878696699438573 - 1.188376685084912),-1.296294602241984,0.19487400751727058
217314_at,-0.08447544269424846,0.9189942231218502 (0.6144426105678673 - 1.3744983951402725),-0.41128541136963853,0.6808632655934408
217315_s_at,0.09904567454376756,1.1041167284350526 (0.7432227722856344 - 1.6402534952758563),0.49045841591231404,0.6238095488346505
217316_at,-0.023439400507924476,0.9768331684691204 (0.8015536120627637 - 1.1904419425742723),-0.23229898465223422,0.8163058010020431
217317_s_at,0.03275992095490866,1.0333024351982734 (0.7974664079919038 - 1.338882631150931),0.24783612587934467,0.8042612023007899
217318_x_at,-0.03408744834903601,0.9664869832508826 (0.7844541705420316 - 1.1907605617648278),-0.3201565742139543,0.7488496407138785
217319_x_at,0.046430648770159025,1.0475254293725733 (0.8229535762073933 - 1.3333796181300757),0.37715552423255977,0.706058030293227
217320_at,-0.06297102001743989,0.9389706846489103 (0.817180949381726 - 1.0789115278532941),-0.8884079813595995,0.374321333666761
217321_x_at,-0.04835677039570691,0.9527937978117862 (0.8156222528211092 - 1.113034885951939),-0.6097088706372978,0.5420546773260687
217322_x_at,-0.06261322166863476,0.9393067069199762 (0.545733734378053 - 1.6167171535957232),-0.22599853336208547,0.8212025610295087
217323_at,0.1707975801347658,1.1862506040300715 (0.9295835160689856 - 1.5137859818259514),1.3729895643269123,0.16975559094056647
217324_at,0.02978480653862188,1.0302328107331118 (0.7834627623694682 - 1.35472889751781),0.21319802490166292,0.8311725087562265
217325_at,-0.004256789858346447,0.9957522574295822 (0.8199713662529097 - 1.2092160762968478),-0.04295523254505828,0.9657372201432876
217326_x_at,-0.022975473208402677,0.9772864531804976 (0.8008862386055103 - 1.1925399208170955),-0.22621771326621273,0.8210320944817984
217327_at,-0.09509383443862632,0.9092876079727681 (0.6906735939891235 - 1.1970979652450104),-0.6777617798640703,0.4979227480006575
217328_at,-0.06631341612732423,0.9358375117545733 (0.7772970415510694 - 1.1267145011376587),-0.700206888099065,0.4837981105569311
217329_x_at,-0.15755403607124,0.8542306530928984 (0.49033066022410443 - 1.4881998371262515),-0.5562752809491425,0.5780226827952274
217330_at,0.08918952027635094,1.0932878369062313 (0.8862634032500321 - 1.3486716138158028),0.8326954204323497,0.4050165279636948
217331_at,0.11055493827260598,1.116897707797375 (0.812513707609122 - 1.5353100852338475),0.6810152931591819,0.4958618136578279
217332_at,0.19402377530177659,1.2141251488048919 (0.9648836155755621 - 1.5277488944417263),1.655033382161504,0.0979177266273713
217333_at,0.16775506331086135,1.1826469015525796 (0.9110300422403335 - 1.5352443156676343),1.260063050980916,0.2076466179885333
217334_at,-0.11926613225383449,0.8875715579082774 (0.6671207526535959 - 1.1808705804371595),-0.8187128633918411,0.41295025579347167
217335_at,-0.05283459590357562,0.9485368913951795 (0.744681101613798 - 1.2081980224660502),-0.4279712889531616,0.6686720236406984
217336_at,-0.02030830582480816,0.9798965189266766 (0.655760036785295 - 1.4642508447324014),-0.09909957668784432,0.9210592081888513
217337_at,-0.009471169326654224,0.9905735409334019 (0.761754064180477 - 1.2881269508591169),-0.07067359163088673,0.9436575390932378
217338_at,0.075498577191213,1.0784216933290984 (0.8862539568274385 - 1.312257440075097),0.754008946153886,0.4508438499019397
217339_x_at,0.017274803418671852,1.0174248757464606 (0.8779046594390933 - 1.1791182182004547),0.22955803356989216,0.8184352203444748
217340_at,0.035214643693008654,1.035842021896671 (0.8438793127654222 - 1.2714717354675131),0.33674515842773395,0.7363090179835698
217341_at,-0.09550132003618353,0.9089171618493378 (0.7207719105830126 - 1.1461745317405905),-0.8070459215107989,0.41964002672022493
217342_x_at,-0.0003240958547813994,0.9996759566586069 (0.7934669118452692 - 1.2594753522830964),-0.0027496234496391506,0.9978061206659566
217343_at,0.08994435426726054,1.094113399269444 (0.918083747895777 - 1.3038942615035092),1.004997843581673,0.3148978882241301
217344_at,0.11090799147961694,1.117292101731941 (0.9033323308549247 - 1.3819295490189445),1.022594211972449,0.3064997473904276
217345_at,-0.10112290165338071,0.9038219448481686 (0.7582291467563677 - 1.0773710183573413),-1.1283856063344153,0.2591571038880697
217346_at,-0.515116561105175,0.5974309533473967 (0.3171381998591891 - 1.1254517562881265),-1.5942021003764775,0.11089077624432377
217347_at,-0.4282567256885237,0.6516440995424613 (0.3564850630094847 - 1.1911860454506817),-1.391510465189833,0.1640706884148886
217348_x_at,-0.2671672593365619,0.7655450162049349 (0.5509157227742316 - 1.0637909713032176),-1.5915756155306469,0.11148009269259088
217349_s_at,0.06131737272739733,1.0632363028506868 (0.776730632190124 - 1.4554227538471622),0.3827639032027515,0.701894828008534
217350_at,0.316998896449783,1.3730010567490087 (1.0369536309117744 - 1.8179519755153688),2.2133258362316917,0.026875189633621194
217351_at,-0.0480235939867135,0.9531112991168876 (0.7936789923153594 - 1.1445699801807658),-0.5141938219688622,0.6071164867046612
217352_at,0.055107886673804236,1.0566546074771923 (0.8300924346697373 - 1.345053770965881),0.4475664727400449,0.6544661043527285
217353_at,-0.1529491268683259,0.8581733786681961 (0.6670940239040426 - 1.1039846280510563),-1.1901721119564066,0.23397875191851455
217354_s_at,0.1460390049762199,1.1572413253408766 (0.9295492526984156 - 1.4407063221115872),1.306428063638625,0.1914070274660423
217355_at,0.07493585087538764,1.0778150077776774 (0.8660013064289201 - 1.3414358412242693),0.671244997615983,0.5020644673610382
217356_s_at,0.3322862229009,1.3941518295919926 (0.9923159605659161 - 1.958710129832271),1.9154975021795555,0.05542908738690471
217357_at,0.11795684855879071,1.1251955565098382 (0.8927485135993585 - 1.4181653859999148),0.9990664459638232,0.3177625042389888
217358_at,-0.05266479441401503,0.9486979680473823 (0.7270993542706424 - 1.2378333570108244),-0.38800934994144765,0.6980091143702174
217359_s_at,-0.07368320660973524,0.9289659375003845 (0.7511746699549885 - 1.1488376106820521),-0.6798183122442457,0.4966195101231725
217360_x_at,-0.014392506068588327,0.9857105709421752 (0.8706103390263226 - 1.1160277866143884),-0.22718198432919717,0.8202822358928866
217361_at,-0.040527143970900535,0.9602830982611683 (0.7750504652342439 - 1.189785272275617),-0.370656769886513,0.7108931928524954
217362_x_at,-0.0019017254841139945,0.9981000816500553 (0.7760633277575439 - 1.2836629916123017),-0.014813297512282457,0.9881811308651456
217363_x_at,0.08881287933392744,1.0928761374812954 (0.8200467630433331 - 1.4564757837022542),0.6060791386543228,0.5444622030570487
